matchId,blue_win,blueGold,blueMinionsKilled,blueJungleMinionsKilled,blueAvgLevel,redGold,redMinionsKilled,redJungleMinionsKilled,redAvgLevel,blueChampKills,blueHeraldKills,blueTowersDestroyed,redChampKills,redHeraldKills,redTowersDestroyed
3491471840.0,0,25711.0,329.0,91.0,9.6,27760.0,370.0,87.0,9.4,10.0,0.0,1.0,12.0,1.0,0.0
3509075974.0,0,23000.0,351.0,72.0,8.8,26582.0,314.0,122.0,9.4,7.0,0.0,1.0,12.0,2.0,0.0
3486139551.0,0,23779.0,355.0,87.0,8.8,29488.0,314.0,88.0,9.4,8.0,0.0,2.0,18.0,3.0,0.0
3482787587.0,0,27963.0,303.0,87.0,9.2,31233.0,372.0,75.0,9.6,15.0,1.0,3.0,14.0,2.0,1.0
3493485701.0,0,23997.0,314.0,69.0,9.0,29221.0,355.0,91.0,10.0,9.0,1.0,2.0,14.0,2.0,0.0
3507315282.0,0,28525.0,375.0,113.0,9.4,25435.0,337.0,64.0,8.8,6.0,1.0,1.0,9.0,1.0,2.0
3504485945.0,0,25004.0,343.0,58.0,8.6,27475.0,347.0,67.0,9.2,10.0,1.0,1.0,15.0,2.0,0.0
3343221707.0,0,27217.0,338.0,48.0,9.0,27876.0,325.0,72.0,9.2,13.0,2.0,1.0,14.0,0.0,2.0
3488772632.0,0,24909.0,306.0,77.0,8.8,26641.0,367.0,73.0,9.0,10.0,1.0,1.0,10.0,2.0,0.0
3486703728.0,0,27347.0,332.0,98.0,9.8,26299.0,391.0,91.0,9.4,13.0,3.0,1.0,9.0,0.0,1.0
3459312165.0,0,22501.0,255.0,48.0,8.2,32355.0,362.0,85.0,9.6,9.0,0.0,5.0,20.0,3.0,0.0
3475923337.0,0,26101.0,266.0,68.0,8.8,29370.0,365.0,79.0,9.8,11.0,1.0,0.0,19.0,1.0,1.0
3468869775.0,0,25191.0,304.0,80.0,8.8,29468.0,378.0,76.0,9.2,10.0,2.0,2.0,15.0,1.0,1.0
3479268570.0,0,26311.0,298.0,64.0,8.6,29904.0,341.0,95.0,9.6,11.0,2.0,1.0,14.0,1.0,1.0
3510097768.0,0,20757.0,327.0,68.0,8.4,28651.0,395.0,95.0,9.4,3.0,1.0,3.0,12.0,2.0,0.0
3507102117.0,0,22916.0,392.0,92.0,9.0,26700.0,332.0,101.0,9.4,2.0,0.0,1.0,10.0,3.0,0.0
3488731521.0,0,21589.0,294.0,74.0,8.0,34907.0,369.0,81.0,9.8,4.0,0.0,4.0,25.0,2.0,0.0
3481191460.0,0,26933.0,360.0,101.0,9.0,28710.0,330.0,104.0,9.6,7.0,2.0,2.0,13.0,1.0,2.0
3491201116.0,0,26569.0,349.0,84.0,9.2,26422.0,361.0,103.0,9.8,9.0,3.0,1.0,9.0,0.0,2.0
3485951086.0,0,28421.0,362.0,76.0,9.6,28046.0,324.0,96.0,9.6,15.0,2.0,0.0,14.0,1.0,1.0
3511887018.0,0,29709.0,359.0,105.0,9.6,30882.0,332.0,96.0,9.6,16.0,0.0,1.0,19.0,2.0,1.0
3493137237.0,0,23443.0,329.0,71.0,8.8,26401.0,333.0,84.0,9.0,6.0,0.0,0.0,11.0,2.0,0.0
3512587450.0,0,24484.0,326.0,72.0,9.2,24896.0,374.0,123.0,9.6,9.0,1.0,1.0,3.0,2.0,1.0
3502749083.0,0,27251.0,354.0,100.0,9.6,26271.0,359.0,95.0,9.4,11.0,1.0,1.0,9.0,2.0,1.0
3485138629.0,0,22078.0,330.0,95.0,9.2,30482.0,362.0,116.0,9.8,4.0,0.0,3.0,14.0,2.0,0.0
3506796934.0,0,21774.0,321.0,66.0,9.0,28853.0,326.0,102.0,9.2,5.0,0.0,1.0,13.0,3.0,0.0
3511088492.0,0,27166.0,299.0,81.0,9.2,27651.0,291.0,97.0,9.2,13.0,0.0,1.0,14.0,3.0,0.0
3499515605.0,0,23059.0,307.0,88.0,8.8,28865.0,324.0,86.0,9.0,8.0,0.0,2.0,14.0,2.0,0.0
3483257137.0,0,23972.0,387.0,83.0,9.0,27146.0,373.0,100.0,9.4,6.0,1.0,1.0,9.0,2.0,0.0
3456155104.0,0,26155.0,337.0,68.0,9.2,27856.0,335.0,95.0,9.2,9.0,0.0,1.0,12.0,1.0,2.0
3508614465.0,0,25350.0,317.0,86.0,9.0,28439.0,366.0,86.0,9.4,9.0,3.0,2.0,12.0,0.0,1.0
3509456148.0,0,26734.0,283.0,87.0,8.8,29517.0,300.0,76.0,9.6,10.0,0.0,1.0,21.0,3.0,1.0
3494386392.0,0,23712.0,347.0,103.0,9.2,28640.0,372.0,84.0,9.4,5.0,1.0,1.0,15.0,2.0,0.0
3510246102.0,0,23185.0,381.0,91.0,9.4,24575.0,430.0,92.0,9.8,4.0,0.0,0.0,6.0,3.0,0.0
3483363165.0,0,27065.0,353.0,87.0,9.2,27524.0,376.0,91.0,9.8,12.0,2.0,0.0,12.0,1.0,2.0
3492541366.0,0,27166.0,348.0,77.0,9.2,32172.0,366.0,62.0,9.4,15.0,2.0,2.0,20.0,0.0,0.0
3489890984.0,0,24986.0,348.0,103.0,9.0,26868.0,343.0,83.0,9.2,5.0,0.0,1.0,12.0,1.0,1.0
3463634992.0,0,22266.0,308.0,82.0,8.6,27718.0,366.0,89.0,9.4,5.0,2.0,2.0,12.0,1.0,0.0
3510006442.0,0,19105.0,288.0,66.0,7.8,31115.0,338.0,114.0,9.6,2.0,0.0,5.0,13.0,3.0,0.0
3504650549.0,0,25381.0,316.0,54.0,9.0,28022.0,330.0,84.0,9.6,11.0,1.0,1.0,14.0,2.0,0.0
3465287199.0,0,22280.0,289.0,84.0,8.6,31980.0,329.0,132.0,10.0,5.0,0.0,4.0,18.0,2.0,0.0
3484055060.0,0,24673.0,374.0,65.0,9.2,26195.0,358.0,72.0,9.0,9.0,1.0,0.0,11.0,0.0,0.0
3470561806.0,0,23904.0,281.0,96.0,8.2,30041.0,333.0,68.0,9.4,10.0,2.0,2.0,17.0,1.0,0.0
3466010317.0,0,27142.0,349.0,85.0,9.6,24646.0,351.0,103.0,9.0,13.0,2.0,0.0,8.0,1.0,1.0
3495470007.0,0,25237.0,326.0,96.0,9.2,26499.0,333.0,60.0,9.0,12.0,1.0,2.0,9.0,2.0,0.0
3490813471.0,0,22832.0,350.0,58.0,8.6,28662.0,380.0,106.0,9.6,5.0,1.0,1.0,13.0,2.0,0.0
3495002382.0,0,24849.0,356.0,63.0,8.6,29148.0,351.0,131.0,9.6,10.0,0.0,1.0,14.0,2.0,0.0
3502077745.0,0,22702.0,334.0,80.0,8.8,28474.0,366.0,123.0,10.0,5.0,1.0,0.0,14.0,2.0,0.0
3483700723.0,0,25983.0,358.0,81.0,9.2,25766.0,395.0,97.0,9.4,11.0,2.0,1.0,5.0,1.0,0.0
3474185944.0,0,25549.0,322.0,90.0,9.0,28904.0,373.0,85.0,9.4,9.0,0.0,2.0,13.0,3.0,0.0
3427884315.0,0,25260.0,348.0,74.0,9.2,28615.0,346.0,84.0,9.8,12.0,3.0,1.0,14.0,0.0,0.0
